"user","timestamp","x","y","z"
"Bobby.Abram@test.com","1655564188512","-1.0","1.0","0.0"
"Bobby.Abram@test.com","1655564188512","0.0","-1.0","0.0"
"Bobby.Abram@test.com","1655564163712","0.0","-1.0","0.0"
"Bobby.Abram@test.com","1655564163712","1.0","-1.0","0.0"
"Bobby.Abram@test.com","1655564148212","-1.0","1.0","-1.0"
"Bobby.Abram@test.com","1655564185412","1.0","1.0","-1.0"
"Bobby.Abram@test.com","1655564154412","-1.0","-1.0","0.0"
"Bobby.Abram@test.com","1655564148212","-1.0","0.0","-1.0"
"Bobby.Abram@test.com","1655564182312","0.0","0.0","0.0"
"Bobby.Abram@test.com","1655564132712","0.0","-1.0","0.0"
